Licence No.,Premises Name,Premises Address,場所名稱,場所地址,Premises Phone No.,Premises Fax No.,Premises Email Address
H/0541,BIG BEAR INN,"4/F, Hang Lung Mansion,578 Nathan Road,Yau Ma Tei, Kowloon.",大熊旅舍,九龍油麻地彌敦道578號恒隆大廈4字樓,62535600,,
H/0543,SAN DIEGO HOTEL,"169-189 Woosung Street,Jordan, Kowloon.",聖地牙哥酒店,九龍佐敦吳松街169-189號,2737 1111,2737 1343,emily_2000@nevigator.com
H/0555,EATON HK,"B3/F-B4/F & UG/F-R/F,380 Nathan Road,Yau Ma Tei, Kowloon.",香港逸東酒店,九龍油麻地彌敦道380號B3-B4字樓 & 地下高層-頂樓,2782 1818,2782 5563,eshkg.info@eatonhotels.com
H/0556,TRAVELODGE KOWLOON,"23 Saigon Street,Yau Ma Tei, Kowloon.",彩鴻酒店,九龍油麻地西貢街23號,3199 6199,3199 6188,enquiry.kowloon@travelodgehotes.asia
H/0557,ROYAL PARK HOTEL,"8 Pak Hok Ting Street,Sha Tin, New Territories.",帝都酒店,新界沙田白鶴汀街8號,2601 2111,2601 3666,inquiry@royalpark.com.hk
H/0559,GLOUCESTER LUK KWOK HONG KONG,"Basement, G/F & 19/F-29/F,72 Gloucester Road,Wan Chai, Hong Kong.",六國酒店,香港灣仔告士打道72號地庫、地下&19-29字樓,2866 2166,2866 2622,info@gloucesterlukkwok.com.hk
H/0569,WINDSOR PALACE MOTEL,"2/F, Buckingham Building,317-321 Nathan Road,Jordan, Kowloon.",温莎皇宮,九龍佐敦彌敦道317-321號金漢大廈2字樓,2782 0733,,
H/0570,PALACE MOTEL,"2/F (portion), Buckingham Building,317-321 Nathan Road,Jordan, Kowloon.",皇宮溫莎,九龍佐敦彌敦道317-321號金漢大廈2字樓(部分),2782 0733,,
H/0571,TOM'S GUEST HOUSE,"Flat B7, Block B, & Flat C1, Block C,16/F, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",TOM'S GUEST HOUSE,九龍尖沙咀彌敦道40號重慶大廈C座16字樓C1室& B座16字樓B7室,2722 6035/2724 2999,2366 6706/2739 4442,tomsasiainnhk@gmail.com
H/0574,FAMOUS GUEST HOUSE,"Flat A, 2/F, National Court,242 Nathan Road,Jordan, Kowloon.",安捷旅舍,九龍佐敦彌敦道242號立信大廈2字樓A室,2721 8023,,fmsguest@ymail.com
H/0578,NEW GRAND GUEST HOUSE,"Flat C5, Block C,13/F, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",新格蘭賓館,九龍尖沙咀彌敦道40號重慶大廈C座13字樓C5室,2311 1702,,osakanewgrand@yahoo.com.hk
H/0579,OSAKA GUEST HOUSE,"Flat C3, Block C,13/F, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",大阪賓館,九龍尖沙咀彌敦道40號重慶大廈C座13字樓C3室,2723 1312,,osakanewgrand@yahoo.com.hk
H/0586,INTERCONTINENTAL HONG KONG,"18 Salisbury Road,Tsim Sha Tsui,Kowloon.",香港洲際酒店,九龍尖沙咀梳士巴利道18號,2721 1211,2739 4546,hongkong@interconti.com/hongkong@ihg.com
H/0610,J HOTEL,"Flat A-E, 3/F, Pat Tat Mansion,6 Nanking Street,Yau Ma Tei, Kowloon.",J HOTEL,九龍油麻地南京街6號百達大廈3字樓A-E室,2332 0813,,
H/0614,CHI SHING HOSTEL,"15/F, Rex Building,648-652 Nathan Road,Mong Kok, Kowloon.",志城住房,九龍旺角彌敦道648-652號皇上皇大廈15字樓,2392 1955/2392 1109,2789 1569/3484 8161,chishinghostelhk@gmail.com
H/0615,CHE SING TRAVEL TRADING COMPANY,"Flat A, 15/F, Rex Building,648-652 Nathan Road,Mong Kok, Kowloon.",志城旅遊貿易公司,九龍旺角彌敦道648-652號皇上皇大廈15字樓A室,2392 1955/2393 3797,2789 1569/3484 8161,chishingtravelhk@gmail.com
H/0623,KUM LOONG HOTEL,"Flat A & B Portion, 4/F, May Ming Mansion,312 Nathan Road, Jordan, Kowloon.",鑫鑨酒店,九龍佐敦彌敦道312號美明大廈4字樓A及B室部份,2970 1777,2970 0808,
H/0673,FIRST CLASS GUEST HOUSE,"Flat D1, Block D,16/F, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",大一賓館,九龍尖沙咀彌敦道58號美麗都大廈D座16字樓D1室,2369 6669,2311 5260,
H/0677,GINZA VILLA,"Flat G & H, 1/F, Windsor Mansion,29-31 Chatham Road South,Tsim Sha Tsui, Kowloon.",GINZA VILLA,九龍尖沙咀漆咸道南29-31號溫莎大廈1字樓G&H室,2369 1193,,
H/0692,豪景賓館,"Flat A & B, 1/F,45 Fuk Wing Street,Sham Shui Po, Kowloon.",豪景賓館,九龍深水福榮街45號1字樓A及B室,9057 7062,,
H/0695,NOVOTEL NATHAN ROAD KOWLOON HONG KONG,"348 Nathan Road,Jordan, Kowloon.",香港九龍諾富特酒店,九龍佐敦彌敦道348號,3965 8888,2385 0455,H6771@accor.com
H/0696,THE CHARTERHOUSE CAUSEWAY BAY,"209-219 Wan Chai Road,Wan Chai, Hong Kong.",銅鑼灣利景酒店,香港灣仔灣仔道209-219 號,2833 5566,2833 5888,info@charterhouse.com
H/0699,REGAL HONG KONG HOTEL,"88 Yee Wo Street,Causeway Bay,Hong Kong.",富豪香港酒店,香港銅鑼灣怡和街88號,2890 6633,2881 0777,rhk.info@RegalHotel.com
H/0701,GOLD COAST HOTEL,"1 Castle Peak Road, Castle Peak Bay,Tuen Mun, New Territories.",黃金海岸酒店,新界屯門青山公路青山灣段1號,2452 8888,3112 6212,info@goldcoasthotel.com.hk
H/0703,POPA LAND LIMITED,"Flat D, Rear Portion,5/F, Prospect Mansion,66-72 Paterson Street, Causeway Bay, Hong Kong.",寶達賓館,香港銅鑼灣百德新街66-72號海灣大廈5字樓D室(後部分),90139208,2894 8790,sally90738957@gmail.com
H/0733,HONG KAU HOTEL,"2/F, Ying Lee Mansion,323-331 Hennessy Road,Wan Chai, Hong Kong.",康球酒店,香港灣仔軒尼詩道323-331號英利大廈2字樓,2573 9318,2598 9123,sunning1970@gmail.com
H/0734,NEW CAPITAL HOTEL,"2/F, Ying Lee Mansion,323-331 Hennessy Road,Wan Chai, Hong Kong.",新都酒店,香港灣仔軒尼詩道323-331號英利大廈2字樓,2573 9318,,
H/0735,WAI LEE VILLA,"Flat 112, 113, 115, 116, 117, 118, 119, 120,121, 1/F, Lap Tak Building,209 Lockhart Road, Wan Chai, Hong Kong.",WAI LEE VILLA,香港灣仔駱克道209號立德大廈1字樓112、113、115、116、117、118、119、120 及121室,2511 1889,,
H/0736,VILLA VICTORIA,"1/F, Lap Tak Building,209 Lockhart Road,Wan Chai, Hong Kong.",VILLA VICTORIA,香港灣仔駱克道209號立德大廈1字樓,2511 1889,,
H/0737,WAI YEE VILLA,"Flat 212, 213, 215-221, 2/F,Lap Tak Building, 209 Lockhart Road,Wan Chai, Hong Kong.",WAI YEE VILLA,香港灣仔駱克道209號立德大廈2字樓212、213、215-221室,2511 1889,,
H/0739,WAI SHUN VILLA,"1/F & 2/F, Lap Tak Building,209 Lockhart Road,Wan Chai, Hong Kong.",WAI SHUN VILLA,香港灣仔駱克道209號立德大廈1-2字樓,2511 1889,,
H/0743,CAUSEWAY VILLA,"G/F, Ming Hing Building,9-11 Gordon Road,Causeway Bay, Hong Kong",CAUSEWAY VILLA,香港銅鑼灣歌頓道9-11號明興大樓地下,2578 7823,,
H/0744,GORDON VILLA,"G/F, Ming Hing Building,9-11 Gordon Road,Causeway Bay, Hong Kong.",GORDON VILLA,香港銅鑼灣歌頓道9-11號明興大樓地下,2578 7823,,
H/0745,KING'S APARTMENT,"Flat B&C, 2/F, Kiu Hing Mansion,14 King's Road,Causeway Bay, Hong Kong.",KING'S APARTMENT,香港銅鑼灣英皇道14號僑興大廈2字樓B&C室,2578 7829,,
H/0746,KIU HING APARTMENT,"Flat D, 2/F, Kiu Hing Mansion,14 King's Road,Causeway Bay, Hong Kong.",KIU HING APARTMENT,香港銅鑼灣英皇道14號僑興大廈2字樓D室,2578 7829,,
H/0754,TRAVELLER'S HOSTEL (HONG KONG INTERNATIONAL),"Flat A1 & A2, Block A,16/F, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",TRAVELLER'S HOSTEL (HONG KONG INTERNATIONAL),九龍尖沙咀彌敦道40號重慶大廈A座16字樓A1& A2室,2368 7710,,teddychan1223@gmail.com
H/0768,YESINN,"Flat L&M, 16/F, Rialto Mansion,183 King's Road, Fortress Hill,North Point, Hong Kong.",YESINN,香港北角炮台山英皇道183號利都樓16字樓L&M室,2881 7077,,info@yessinn.com
H/0775,DAK WAN SIU CHUK,"G/F & 1/F, 5 Somerset Road,Kowloon Tong,Kowloon.",德雲小築,九龍九龍塘森麻實道5號地下&1字樓,2338 3551,2545 6416,
H/0776,YICK FAI COMPANY LIMITED,"G/F,7 Somerset Road,Kowloon Tong, Kowloon.",益輝有限公司,九龍九龍塘森麻實道7號地下,2338 3551,2545 6416/2337 5337,
H/0779,NEW FIRST GUEST HOUSE,"Flat B1, Block B,7/F, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",新第一賓館,九龍尖沙咀彌敦道40號重慶大廈B座7字樓B1室,2721 3345,,
H/0782,STARLINE TRAVEL & TRADING COMPANY,"Flat C3, Block C, 13/F,Paterson Building, 37-47 Paterson Street,Causeway Bay, Hong Kong.",星輝旅遊貿易公司,香港銅鑼灣百德新街37-47號百德大廈C座13字樓C3室,2890 4494,2577 8114,
H/0786,FU SIU LUNG COMPANY LIMITED,"1/F & 2/F, 5-7 Somerset Road,Kowloon Tong,Kowloon.",富兆隆有限公司,九龍九龍塘森麻實道5-7號1&2字樓,2338 3551,2545 6416,
H/0794,RANJEET GUEST HOUSE (HK),"Flat C1, Block C,4/F, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",RANJEET GUEST HOUSE (HK),九龍尖沙咀彌敦道40號重慶大廈C座4字樓C1室,2368 9943,,
H/0796,MAHARAJA GUEST HOUSE,"Flat C6, 4/F, Block C, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",MAHARAJA GUEST HOUSE,九龍尖沙咀彌敦道40號重慶大廈C座4字樓C6室,2368 9943,3422 8501,maharajagh@gmail.com
H/0800,USA HOSTEL HONG KONG,"Flat C1 & Flat F1, Block C & F,13/F, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",香港美國賓館,九龍尖沙咀彌敦道58號美麗都大廈13字樓C座C1室& F座F1室,2311 2520,2813 8837,
H/0804,REGAL KOWLOON HOTEL,"71 Mody Road, Tsim Sha Tsui East, Kowloon.",富豪九龍酒店,九龍尖沙咀東麼地道71號,2722 1818,2368 6807,rkh.info@RegalHotel.com
H/0816,TAI PO HOTEL,"2/F, Mei Fung Building,6 Wan Tau Kok Lane,Tai Po, New Territories.",大埔酒店,新界大埔運頭角里6號美楓大廈2字樓,2658 6121,2650 2170,
H/0818,CITY ECONO GUEST HOUSE LIMITED,"Flat A&B, 6/F, Cumberland House,227 Nathan Road, Jordan, Kowloon.",京樺旅舘有限公司,九龍佐敦彌敦道227號金百龍大廈6字樓A&B室,2730 0212,2730 0268,cityecono@yahoo.com
H/0822,NEW TAI PO HOTEL,"1/F, Mei Fung Building,6 Wan Tau Kok Lane,Tai Po, New Territories.",新大埔酒店,新界大埔運頭角里6號美楓大廈1字樓,2658 6121,2650 2170,
H/0824,TAI PO VILLA,"2/F, Kwong Fuk Building,21-25 Kwong Fuk Road,Tai Po, New Territories.",大埔賓館,新界大埔廣福道21-25號廣福大廈2字樓,2653 2822,2650 2170,
H/0839,GRAND HYATT HONG KONG,"1 Harbour Road,Wan Chai, Hong Kong.",GRAND HYATT HONG KONG,香港灣仔港灣道1號,2588 1234,2584 7861,www.hongkong.grand.hyatt.com
H/0841,HOLY CARPENTER GUEST HOUSE,"5/F & 6/F, 1 Dyer Avenue,Hung Hom, Kowloon.",聖匠賓館,九龍紅磡戴亞街1號5& 6字樓,2362 0301,2362 2193,guesthouse@holycarpenter.org.hk
H/0842,SILVERMINE BEACH RESORT,"M.W. DD2 Lot 648,Silvermine Bay,Mui Wo, Lantau Island.",銀鑛灣渡假酒店,大嶼山梅窩銀礦灣第2約648號地段,6810 0111,2984 2138,info@silvermineresort.com
H/0861,HIMALAYA GUEST HOUSE,"Flat B8, Block B,7/F, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",喜瑪利亞賓館 ,九龍尖沙咀彌敦道40號重慶大廈B座7字樓B8室,6288 1666,,uihotel@gmail.com
H/0862,SUN MING HOSTEL,"Flat G & H, 3/F, Lucky House,22 Jordan Road,Jordan, Kowloon.",新明賓館,九龍佐敦佐敦道22號鴻運大樓3字樓G&H室,2730 4551,2730 4526,
H/0875,NGA LI,"1/F, 388 Prince Edward Road,Kowloon.",雅莉別墅,九龍太子道388號1字樓,2382 3086,,
H/0876,WING TAI GUESTHOUSE,"Flat C, 10/F, Pak Lok Building,322-326A Nathan Road,Jordan, Kowloon.",榮泰賓館,九龍佐敦彌敦道322-326A號百樂大廈10字樓C室,2770 7318,2385 6764,chanwansun@hotmail.com
H/0878,NGAR LAI VILLA,"Flat A & C, 2/F,376-378 Prince Edward Road,Kowloon City, Kowloon.",雅麗別墅,九龍九龍城太子道376-378號2字樓A&C室,2382 2121,,
H/0879,NGA CHI VILLA,"Flat B, 2/F,376-378 Prince Edward Road,Kowloon City, Kowloon.",雅芝別墅,九龍九龍城太子道376-378號2字樓B室,2382 2121,,york.stand@yahoo.com.hk
H/0882,KIMBERLEY INN,"1/F, Champagne Court,18 Kimberley Road,Tsim sha Tsui, Kowloon.",金巴利酒店,九龍尖沙咀金巴利道18號香檳大廈1字樓,2723 9280,2723 8625,
H/0883,GOLDLION VILLA,"1/F, Champagne Court,20 Kimberley Road,Tsim Sha Tsui, Kowloon.",金利來別墅,九龍尖沙咀金巴利道20號香檳大廈1字樓,2723 9280,2723 8625,
H/0884,THE IMPERIAL HOTEL,"30-34 Nathan Road,Tsim Sha Tsui, Kowloon.",帝國酒店,九龍尖沙咀彌敦道30-34號,2366 2201,2311 2360,imperial@imperialhotel.com.hk
H/0895,ON TAT TRAVEL & TRADING COMPANY,"Rear Block, Flat 17, 8/F,Man Ying Building,2-24 Man Ying Street, Jordan, Kowloon.",安達旅運貿易公司,九龍佐敦文英街2-24號文英樓後座8字樓17室,2780 6750,2770 9106,
H/0909,KING WAH GUEST HOUSE,"2/F, 19-21 Nanking Street,Yau Ma Tei, Kowloon.",京華賓館,九龍油麻地南京街19-21號2字樓,2385 6115,,
H/0920,GUANGDONG GUEST HOUSE,"Flat B2, Block B,5/F, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",廣東賓館,九龍尖沙咀彌敦道40號重慶大廈B座5字樓B2室,6306 0782,,simonhostel@ymail.com
H/0924,TAIWAN HOSTEL,"Flat F4, Block F,4/F, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",台灣旅舍,九龍尖沙咀彌敦道58號美麗都大廈F座4字樓F4室,2311 1183,2721 2085/3583 2359,gardenhostel1@gmail.com
H/0941,MONG KOK HOSTEL,"Flat 1101,11/F, Sun Hing Building,607 Nathan Road, Mong Kok, Kowloon.",旺角旅館,九龍旺角彌敦道607號新興大廈11字樓1101室,2780 7963,2374 0278,shinghoko@yahoo.com.hk
H/0953,PEARL APARTMENT,"4/F, Bik Lan House,43 Pitt Street, Yau Ma Tei, Kowloon.",明珠別墅,九龍油麻地碧街43號碧蘭大樓4字樓,2384 0113,2480 4728,
H/0954,THE CITYVIEW,"G/F, 1/F, 2/F, 5/F-18/F,23 Waterloo Road,Yau Ma Tei, Kowloon.",城景國際,九龍油麻地窩打老道23號地下、1字樓、2字樓、5-18字樓,2771 9111,2388 5926,info@thecityview.com.hk
H/0981,PANDA HOTEL,"3 Tsuen Wah Street,Tsuen Wan, New Territories.",悅來酒店,新界荃灣荃華街3號,2409 1111,2409 1818,reservations@pandahotel.com.hk
H/0982,THE KIMBERLEY HOTEL,"28 Kimberley Road,Tsim Sha Tsui, Kowloon.",君怡酒店,九龍尖沙咀金巴利道28號,2700 6688,2723 1318,hotel@kimberley.com.hk
H/0997,VILLA 23,"G/F, 23 Stafford Road,Kowloon Tong, Kowloon.",VILLA 23,九龍九龍塘施他佛道23號地下,2337 4221/2332 0147,8147 1991/8169 9739,
H/0998,PERSONAGE HOTEL,"G/F, 37 Cumberland Road,Kowloon Tong, Kowloon.",名人酒店,九龍九龍塘金巴倫道37號地下,2336 6268,2721 9252,williamnguk@gmail.com
H/0999,GARDEN GUEST HOUSE,"Flat C5, Block C,16/F, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",花園賓館,九龍尖沙咀彌敦道40號重慶大廈C座16字樓C5室,2366 6976,,chuchuhim@gmail.com
H/1003,INTERCONTINENTAL GRAND STANFORD HONG KONG,"70 Mody Road,Tsim Sha Tsui East, Kowloon.",海景嘉福酒店,九龍尖沙咀東麼地道70號,2721 5161,2732 2233,grandstanford@ihg.com
H/1004,KOWLOON GUEST HOUSE A,"Flat B8, Block B,11/F, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",九龍招待所A,九龍尖沙咀彌敦道40號重慶大廈B座11字樓B8室,2368 9669/6288 1666,2368 6733,
H/1005,HEAD SUN GUEST HOUSE,"Flat D2, Block D,4/F, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",恒生賓館,九龍尖沙咀彌敦道40號重慶大廈D座4字樓D2室,2368 1911,2724 5071,
H/1008,PRINCESS GUEST HOUSE MING KEE,"Flat D3, 3/F, Block D,Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",樂宮特級招待所,九龍尖沙咀彌敦道40號重慶大廈D座3字樓D3室,2368 2007,2724 2841,dragoninn1988@gmail.com
H/1009,GOLDEN GUEST HOUSE,"Flat D1, Block D,4/F, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",金城賓館,九龍尖沙咀彌敦道40號重慶大廈D座4字樓D1室,2368 1911,2724 5071,
H/1012,FUNG YUEN VILLA,"Flat L, 1/F, Phoenix Apartments,70 Lee Garden Road,Causeway Bay, Hong Kong.",鳳苑別墅,香港銅鑼灣利園山道70號鳳鳴大廈1字樓L室,6308 3168,,
H/1020,PO-TOH HOTEL,"Flat B5, Block B,2/F, Kingston Building, 2&4 Kingston Street,Causeway Bay, Hong Kong.",寶島賓館,香港銅鑼灣京士頓街2&4號京士頓大廈B座2字樓B5室,2392 6868,2576 7509,hosteltb@yahoo.com.hk
H/1025,ROSE GARDEN VILLA,"1/F, Kam Luk Building,79 Shek Yam Road,Kwai Chung, New Territories.",玫瑰園小築,新界葵涌石蔭路79號金祿樓1字樓,2489 0243,,
H/1028,SUM FONG TRAVEL & TRADING COMPANY,"Flat B2 & B3, Block B, 12/F, Paterson Building, 37-47 Paterson Street,Causeway Bay, Hong Kong.",新風旅遊貿易公司,香港銅鑼灣百德新街37-47號百德大廈12字樓B座B2 & B3室,2576 4280,,sumfonggh@gmail.com
H/1039,FUNG SHING VILLA,"2/F, Bik Lan House,47-49 Pitt Street,Yau Ma Tei, Kowloon.",豐城賓館,九龍油麻地碧街47-49號碧蘭大樓2字樓,66087223,,rainbowcityinn@gmail.com
H/1044,PEACE GUEST HOUSE,"Flat C5, Block C,7/F, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",和平賓館,九龍尖沙咀彌敦道40號重慶大廈C座7字樓C5室,3461 1512,,pacifigbbh@gmail.com
H/1048,POP INN,"Flat A-D, 2/F, New Lucky House,15 Jordan Road,Jordon, Kowloon.",珀軒旅館,九龍佐敦佐敦道15號華豐大廈2字樓A-D室,3709 9668,3709 9662,info.popinn@tlodge.com.hk
H/1055,BAGUIO MOTEL,"Flat D, 1/F, Phoenix Apartments,70 Lee Garden Road,Causeway Bay, Hong Kong.",碧瑤別墅,香港銅鑼灣利園山道70號鳳鳴大廈1字樓D室,6308 3168,,
H/1056,WANG FAT HOSTEL,"Flat A2, Block A, 3/F,Paterson Building, 37-47 Paterson Street,Causeway Bay, Hong Kong.",宏發旅館,香港銅鑼灣百德新街37-47號百德大廈A座3字樓A2室,2392 6868,2576 7509,hosteltb@yahoo.com.hk
H/1058,KAM BIK FAI WONG HOTEL,"Flat A, B, 1/F, Mansion Building,846 King's Road,Quarry Bay, Hong Kong.",金碧輝煌酒店,香港鰂魚涌英皇道846號民新大廈1字樓A、B室,2562 2566,,
H/1060,PENG DA GUEST HOUSE,"Flat D2, Block D, 13/F, Paterson Building, 9 Great George Street,Causeway Bay, Hong Kong.",鵬達賓館,香港銅鑼灣記利佐治街9號百德大廈13字樓D座D2室,3487 6268,,295372839@qq.com
H/1066,JW MARRIOTT HOTEL HONG KONG,"8/F - 35/F, One Pacific Place,88 Queensway,Central, Hong Kong.",JW MARRIOTT HOTEL HONG KONG,香港中環金鐘道88號太古廣場太古廣場一座8-35字樓,2810 8366,2845 0737,jwmarriott.hk@marriotthotels.com
H/1068,SEAVIEW HOSTEL,"Flat F3, Block F,16/F, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",海景旅舍,九龍尖沙咀彌敦道58號美麗都大廈F座16字樓F3室,2311 1183,3583 2349,gardenhostel1@gmail.com
H/1070,FOREST VILLA,"2/F, Besthing Mansion,404-406 Jaffe Road, Wan Chai,Hong Kong.",森林小築,香港灣仔謝斐道404-406號文石大廈2字樓,2833 6610,,
H/1071,HA FA VILLA,"1/F, Besthing Mansion,404-406 Jaffe Road, Wan Chai,Hong Kong.",杏花小築,香港灣仔謝斐道404-406號文石大廈1字樓,2833 6610,,
H/1073,GO 2 TOGETHER,"3/F, Wah May Building,211 Portland Street,Mong Kok, Kowloon.",高爾,九龍旺角砵蘭街211號華美大樓3字樓,3460 2477,,
H/1078,WONG KUNG VILLA,"Flat C & D, 1/F, Kin Yick Building,86-90 Hop Yick Road,Yuen Long, New Territories.",皇宮賓館,新界元朗合益路86-90號建益樓1字樓C&D室,2473 1795,,
H/1097,KIU HING HOSTEL,"Flat A6, 4/F, United Mansion,37G Jordan Road,Jordan, Kowloon.",僑興旅舘,九龍佐敦佐敦道37G號統一大廈4字樓A6室,2780 8299,,
H/1102,NEW HO WAH VILLA,"4/F, Knapwood Commercial Building,253-255 Temple Street,Jordan, Kowloon.",新豪華賓館,九龍佐敦廟街253-255號世華商業大廈4字樓,2712 3108,,howahguesthouse@gmail.com
H/1103,JORDAN COMPANY,"Flat A& B, 2/F, Woosung House,127 Woosung Street,Jordan, Kowloon.",佐敦假日酒店,九龍佐敦吳松街127號吳淞大樓2字樓A&B室,2332 1226,3421 0207,
H/1104,JOINTWEAL COMPANY,"Flat C&D, 2/F, Woosung House,127 Woosung Street,Jordan, Kowloon.",佐敦酒店,九龍佐敦吳松街127號吳淞大樓2字樓C&D室,2332 1226,3421 0207,
H/1109,NAN SHAN HONG,"Flat C2, Block C, 15/F,Paterson Building, 37-47 Paterson Street,Causeway Bay, Hong Kong.",南山行,香港銅鑼灣百德新街37-47號百德大廈C座15字樓C2室,2576 6023,2576 3490,
H/1111,LAP SHUN HOSTEL,"Flat B, 5/F, National Court,242 Nathan Road,Jordan, Kowloon.",立信賓館,九龍佐敦彌敦道242號立信大廈5字樓B室,2723 0880,,lapshunhostel@yahoo.com.hk
H/1121,HUA HING GUEST HOUSE,"Flat F2, Block F,15/F, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",華興旅館,九龍尖沙咀彌敦道58號美麗都大廈F座15字樓F2室,2311 8807,2311 6669,mhlhotel6688@gmail.com
H/1126,VICNCO VILLA,"G/F, 1 Rutland Quadrant,Kowloon Tong, Kowloon.",威豪閒休,九龍九龍塘律倫街1號地下,2338 6221,,bthotelltd@gmail.com
H/1127,VIVA VILLA,"G/F, 1 Rutland Quadrant,Kowloon Tong, Kowloon.",漫春天閒休,九龍九龍塘律倫街1號地下,2338 6221,,behotelltd@gmail.com
H/1129,PARK EXCELLENT VILLA,"Flat 24-29, 1/F, Wing Lee Building,27-33 Kimberley Road,Tsim Sha Tsui, Kowloon.",百佳酒店,九龍尖沙咀金巴利道27-33號永利大廈1字樓24-29室,2367 7005,2381 0870,
H/1136,CHUNG KIU INN,"Flat C, 9/F, Hong Kong Mansion,1 Yee Wo Street, Causeway Bay,Hong Kong.",中僑賓館,香港銅鑼灣怡和街1號香港大廈9字樓C室,2895 3304,,
H/1141,ALOHAS HONG KONG,"Flat A, 7/F, Kamling Building,231 Nathan Road, Jordan, Kowloon.",愛樂活 (香港),九龍佐敦彌敦道231號金陵大廈7字樓A室,5117 3470,2730 3123,alohashongkong@gmail.com
H/1147,KEW GREEN HOTEL WANCHAI HONG KONG,"G/F & 2/F-R/F,41-49 Hennessy Road,Wan Chai, Hong Kong.",香港灣仔睿景酒店,香港灣仔軒尼詩道41-49號地下&2字樓-天台,2861 1166,2866 7615,adm.hkwh@kewgardenhotel.com
H/1148,METROPARK HOTEL MONGKOK HONG KONG,"22 Lai Chi Kok Road,Mong Kok, Kowloon.",香港旺角維景酒店,九龍旺角荔枝角道22號,2397 6683,2397 6440,info.hkmk@metroparkhotels.com
H/1149,METROPARK HOTEL KOWLOON HONG KONG,"75 Waterloo Road,Ho Man Tin, Kowloon.",香港九龍維景酒店,九龍何文田窩打老道75號,2761 1711,2761 9070,eo.hkkl@metroparkhotels.com
H/1157,CAPITAL VILLA,"1/F, Kam Luk Building,83 Shek Yam Road,Kwai Chung, New Territories.",京都小築,新界葵涌石蔭路83號金祿樓1字樓,2489 0103,,
H/1163,KINGSWAY VILLA,"1/F, 1 Rutland Quadrant,Kowloon Tong, Kowloon.",威勁閒休,九龍九龍塘律倫街1號1字樓,2338 6221,,bthotelltd@gmail.com
H/1165,TAJ SUPER DELUXE,"Flat C5, Block C,3/F, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",TAJ SUPER DELUXE,九龍尖沙咀彌敦道40號重慶大廈C座3字樓C5室,2724 4000,,jsg12254@hotmail.com
H/1218,SIU HING HOSTEL,"Flat B, 4/F, Siu Hing Building,230-236 Temple Street,Jordan, Kowloon.",韶興賓館,九龍佐敦廟街230-236號韶興大廈4字樓B室,2770 9798,2770 9858,siuhinghostelhk@yahoo.com.hk
H/1230,TOURIST HOUSE,"6/F, Lyton Building,42 Mody Road, Tsim Sha Tsui,Kowloon.",旅舍,九龍尖沙咀麼地道42號麗東大廈6字樓,2721 8309,2721 8309,touristhousehk@yahoo.com
